품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,diags_small_id
Welsh Corgis(웰쉬 코기),MN,건강검진,B_W,s 파행 동배인 주빌라숑보다 파행 양상을 보임. 어제부터는 조금 좋아진 것 같음 중성화 고민이 많으심 정형 신체검사 양측 후지 파행도 방향 바꾸거나 trot시 우측 후지 불편감 ls 부중도 후지로 부중 잘 안 하려고 함 관절 가동 범위 정상 통증 없음 근육량 좌측 cm 우측 cm 큰 차이 없음 neg mpl neg tct neg cdm neg ortolani test ce 후지 각 부위에서 뚜렷한 문제는 보이지 않음 파행 문제는 좋아지는 양상이므로 모니터링 산책한지 얼마 되지 않았으므로 어색한지에 대한 문제 가능성 ,2198,,,,,,291,9
Yorkshire Terrier(요크셔 테리어),FS,2185,D_VIP, money 선결제하셨습니다 준민 특이사항 없었음. 금식 완료. 신체검사 b.a.r 특이사항 없음. 혈액검사 cbc mild leukocytosis mild thrombocytopenia chem increased bun elect. n.r.f pt aptt normal 방사선검사 thorax n.r.f 약간의 탈수가 의심되지만 마취 가능한 건강한 상태 sx bilateral mpl repair tbr ttt li mr and ohe 양측 block recession 실시 ttt 후 time wire 개로 고정 synovium은 열지 않고 그 직전까지만 medial releasing lateral imbrication pds routine ohe procedure 양측 rjb 적용 및 요도카테터 장착 술후 fentanyl lidocaine cri and fentanyl patch tx 술후 주사제 처치 cefazoline time kg iv bid rx 입원약 firocoxib time kg po sid famotidine time kg po bid silymarine time kg po bid fordays ce 짱아 양쪽 무릎수술 및 중성화 수술 이상 없이 잘 마무리되었습니다. 우측 무릎관절의 경우 대퇴고랑 윗부분의 관절염증이 심한 편이었고 좌측은 상대적으로 괜찮은 편이었습니다. 입원 관리하면서 지켜볼 예정이며 퇴원 후에 집에서 관리하실 때는 month 간은 걷기 외에 점프나 두발도 껑충껑충 뛰는 무리한 운동은 자제시켜주시기 바랍니다. ,,23, 슬개골 (아) 탈구 ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",761,7
Shih Tzu(시추),MN,2170,A_라라,s 컨디션은 좋음 심청진은 호흡성 부정맥 스켈링 미리 결제하시고 동생분이 데려오심 하악 앞니가 흔들려서 발치하기로 했고 흉부사진 찍어서 모니터링 실시함 이전 마취시 마취가 늦게 깨서 걱정하셨음 year month 중성화 스켈링 함께 오늘 수액 충분히 맞고 가기로 함 혈액검사시 alt alkp상승하여 약물 함께 처방하기로 함 스켈링 흉부방사선 모니터링 며칠간 주사치료 필요. month 동안 내원하여 주사 소독 day 이후부터 치아 관리 이벤트 하기로 함 약물은 클린다마이신 처방 간회복제 함께 처방하기로 했음 치은염 때문에 수술후 며칠 내원하셔야 할 수 있다고 안내드렸음 보호자님께 흉부 방사선 검사에서 이전 폐경화 소견은 비슷하고 심장은 약간 커졌다고 말씀드렸음 ,,,,,,,373,6
Mixed(혼합),MN,2126,D_VIP,s month 말 month 초부터 비틀거리고 잘 못걸음 처음 두곳의 병원에서는 디스크라고 진단. 약을 먹고나서 호전이 없음. 나중에 다른 병원 혜민ah 에서 뇌쪽 문제라고 해서 한방으로 침맞고 한방약먹고 많이 좋아졌었음. 이곳에서 뇌 쪽 문제가 확실하니 mri를 찍을 필요는 없다고 하심. 왼쪽에 힘을 못 써서 우측으로 쓰러짐. 고개가 우측으로 비틀어져 있음. rt. head tilt 보였음. 한방 치료 받기 전에는 knuckling 증상만 있음. 괜찮다가 month 전부터 누워서 잘 일어나지 못하고 오늘은 눈에 띄게 목이 돌아가고 사지가 쭉뻗는증상이 없어지지 않음 내원전 받아놓은 항경련제 먹이고 내원 혜민동물병원에서 처방받음. . levetiracetam time kg 처방받으심. 봉 먹인 경력 있음. 평상시 잔병치레 없고 예방접종 사상충 꾸준히 해줌. 식욕 입이 짧은편 내원시 목돌아가고 사지강직증상 plr mmc pink 안구진탕 수직 유연 p panting 방사선 key hole sign 혈액검사 후두골 이형성 tx s 붕붕 kcl 당량 time pheno time kg iv 개봉되어있는것 butorphanol time kg 개봉된것 mpss time kg iv cime time kg iv mannitol kg iv vit time kg iv 약물에 반응없어 propofol cri time time kg bolus time hr time kg min 으로 시작 ce 수면마취깨고 경과 지켜봅니다. 지속적인 경련으로 마취를 할수밖에 없고 이로인한 위험성에 대해 고지 마취에서 깨워 경과보고 주치의 선생님과 향후 자세한 치료계획 세우게 됩니다. 주간 by 고 propofol 중단 이후 rt. head turn은 그대로 보임. 전지의 강직은 여전하나 후지의 강직은 없음. nystagmus는 보이지 않음. plr 존재함. 로얄동물메디컬센터로 환자 이동하였음. mannitol kg bid iv 투여. phenobarbital time kg iv 추가 투약. royal naver.com ,후두골 이형성,40, 경련 발작 (원인 미정) , 신경 질환 ,신경증상(이상행동),신경증상(이상행동),1011,4
Bichon Frish(비숑 프리제),MN              ,2092,G_부천이지,s 지역병원에서 방광결석 확인 month 전부터 혈뇨 확인 방사선 방광결석 초음파 n kcl cc 유지수액. rx e ,,"8,76", 방광 결석 , 비뇨기과 질환 ,"혈뇨,방광결석",혈뇨,66,1
Mixed(혼합),F,2275,B_W,s 내원직전 교통사고 차량의 바퀴에 의한 사고가 아닌 차체 아래를 지나 간것으로 의심됨 방사선상 특이사항 관찰되지 않음 급성 출혈의심되지 않음 vital 양호 교통사고 두개내 손상 폐손상 복강내 장기손상 골절등이 흔하게 관찰되며 현재 큰뼈의 골절은 관찰되지 않았으며 폐출혈도 강하게 의심되지 않는상황 말씀드림 복강내 장기 손상등 확인을 위한 추가 검사 필요하며 몇일간 교통사고 후 증상 및 후유장애 등 관찰 말씀드림 보호자님 거주하시는 곳이 멀어 인근 다니시던 동물병원으로 이동 요청하심 퇴원 동의서 작성 후 퇴원 실시 바로 동물병원으로 이동하실 것 말씀드림 ,,, 사고 (교통 사고 포함) ,전신성의 질환,,,313,8
K.C(Korean Cat),MN,2095,B_W,소변이 나오는데 소량씩 화장실 자주 왔다갔다하는 상황 식욕정상 설사 없음. 성격은 사납지 않음. 탈수 있음. 미약한 bun상승 방사선 사진상에 비투과성 상태로 관찰 초음파상에 방광과 요도에 석회화가 진행된것으로 판단됨. 결석 물질은 발견되지 않음 방광염 확인됨. ,,9, 고양이 하부 요로 질환 FUS · FLUTD , 비뇨기과 질환 ,배뇨실금,배뇨실금,147,2
Siamese Cat(샴 고양이),FS              ,2133,D_VIP,혀를 못쓰고 밥을 못먹어요 month 전부터 혀로 핥지 못하는 증상보임. month 전부터 밥이 줄어있지 않음. 배뇨 배변 확실하지 않음. 구역질 있고 구토는 없음. 멜론 조금 주셨는데 먹다가 켁켁거림. 기력감소. bt 복압항진없음. 혀밑 이물 없음. 혈검 특이사항 없음. 경도의 탈수 방사 특이사항없음. 췌장염 음성 p 배뇨 배변 소화기 증상 호흡기증상 등에 대한 모니터링 진행하시고 내일도 계속 안먹으면 바로내원. 특이사항 없으면 일단 모니터링. 다음내원일 재진 ,,0, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,기타 증상,기타 증상,261,5
토이푸들,F               ,2133,G_부천이지,어제 저녁과 비슷한 증상 여전히 비틀거림 식욕 없음 신경계 반응 검사 mental status behavior alert posture rigidity gait paralysis 좌측 앞뒷다리 ataxia postural reaction proprioception re. 좌측 앞 뒷다리 hopping re.좌측 앞 뒷다리 whleebarrowing re. hemi walking re.좌측 앞 뒷다리 extensor postural thrust re. placing re. visual tactile pain reflecxes perineal reflex s superficial pain. deep pain. spinal palpation. cranial nerve menace response 양호 vision 정상 plr consensual plr 양호 nystagmus facial response jaw tone temporal muscle mass corneal reflex hearing palpebral reflex rx 분배담당자 복약지도 ,2082,1303, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,운동실조,운동실조,536,5
Miniature Pinscher(미니어쳐 핀셔),MN              ,2185,D_VIP,내일 양쪽 슬개골탈구수술차 미리 내원하심 마취전검사상 hct높고 탈수있어서 수액처치 먼저 진행함 내일 수술은 정확한 시간은 말씀드리기 어려운데 아마 time 정도 될수있고 정확한 시간은 담당선생님이 전화드릴거라고 말씀드렸습니다. 전화는 이가영님 예삐네 tel 번으로 주세요 ,,, 슬개골 (아) 탈구 ,근육 골격 질환 ,,,153,7
친칠라,MN              ,2048,G_부천이지,s. 처음 입양해오셨을 때부터 설사 있었음 애기 때부터 몇년 동안 무른변이 계속 반복되고 있음 식욕 및 컨디션은 좋음 동네 병원에서 작년에 원충 검사 하셨고 음성 나와서 로얄캐닌 intestinal 권유받아 먹이셨음 사료 바꾼 후 눈에 띄는 호전 등은 없음 최근에는 intestinal 사료에 일반사료 섞여 먹이시는 중 주기적으로 레볼루션 및 구충제 적용 중이심 일주일 전 간식 먹자마자 구토 회 이후 식욕 좋고 추가 구토 없었음 o. 방사선 복부 fluid gas filled small intestines 흉부 심비대 bronchial pattern 초음파 ub crystals duodenal corrugation abdominal lymph node visible. 혈액검사 nrf fehw neg. a. 만성설사 금일 영상검사 상에서는 설사의 원인으로 고려할만한 부분은 없음 pcr 검사 결과 확인 후 이상 없는 경우 식이적 조절 시도 이후에도 호전 양상 없을시 조직검사 등 필요함 설명 심비대는 year 에 한번씩 검진 권유 다음에는 hcm 등 심비대 관련한 검사 좀 더 자세히 진행해보시길 권유 ,2004,2, 세균성 장염 , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),564,0
Maltese(말티즈),FS,2185,C_잠실ON,cc 파행 어제 저녁부터 오른쪽 앞다리 뒷다리 파행 확인됨 . pe 양측 후지 파행 확인되며 전지는 후지 불안정성에 따른 일시적 파행으로 판단됨 보행시 양측 고관절부분 외전확인되나 양측 슬개골 내탈구에 따른 보행양상으로 추정 익일 양측 슬개골 탈구 수술 예정 ,,23, 슬개골 (아) 탈구 ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",145,7
Maltese(말티즈),MN              ,2092,H,어제 밤부터 소변을 못본다고함. 보호자분 동의하에 병리학적 검사를 실시하기로 함. 어제 저녁 time 부터 소변을 시원하게 못보고 찔끔찔끔 보고 보고 있음 식욕절페 간식은 먹음 헥헥거리고 시원한데 가서 누워있음 year 전부터 방광 결석 있는거 알고 있으셨음 p mm pink dry crt skin turg bcs dehydration systolic murmur 방사선 us abd 간 실질 cyst 간에코 불균질 담즙 슬러지 비장 양성 결절 의심 종괴 양측 신장 margine irregular 피질에 cyst 위벽 두꼐 증가 양측 부신 크기 증가 확인됨 blood work 간수치 상승 lactate ua sg money ph proteinuria blood 요도내 결석 방광내로 밀어넣음 외이소양감 있음 외이 확인 필요 p 방광결석 ckd 비장의 양성 결절 간내 cyst ddx cushing azotemia 개선위해 하루입원 수액 처치 가족분과 상의하여 방광결석 수술 여부 결정 하신다고함 내일 까지 알려주시기로함 오늘 오후중 심장초음파 진행예정 ,,, 방광 결석 , 비뇨기과 질환 ,,,536,1
Maltese(말티즈),FS              ,2092,F_센트럴,cc 검진 hx 컨디션 양호 pe bar bp aus nrf as cerumen bw alp tg 상승 등 방사선 초음파 방광내 결석 간에코 상승 등 쿠싱 의심소인 명확 lddst acth 안내 방광결석 수술 안내 ,2245,76, 방광 결석 , 비뇨기과 질환 ,방광결석,방광결석,120,1
Shih Tzu(시추),F               ,2133,E_24시아이,s 이전에 이런적은 없었음 오늘 연속적으로 번 경련 보임 어제 밥을 잘 안먹었음 점심지나고 갑자기 경련시작 오후 time 경 번 발작하고 몸을 맛사지 해주었음. 그러고 괜찮다가 계속 경련 평소에는 밥은 잘 먹었음. 이전에 지병이 있거나 그런적은 없었음 pe status epilepticus plr deep pain cbc crp dimer lac acid base ph serum chem ast time chol ck tbil ggt ray 경련지속상태 intracranial spp. mri 촬영 의향 없으심 대뇌 문제의한 경련 뇌종양 뇌수막염 특발성 및 동반된 혈전수치 치료 tx. 응급처치 페노ample 사용 디아제팜 ample 사용 tx manitol kg iv furo time kg iv dexa time kg sc 입원비 부담으로 입원 안하겠다고 함 퇴원시 경련이 멈춘 상태에서 갔음. 밤중에라도 다시 경련하면오세요. ,,33, 상기에 해당하지 않는 신경계 질환 , 신경 질환 ,"떠는 증상, 경련 또는 미진","떠는 증상, 경련 또는 미진",467,5
spitz(스피츠),F,2126,C_잠실ON,cc seizure. 이전에도 약먹고 증상 보인 적 있음 전일 멀미 후 구토 회. 집에 귀가 후 컨디션 회복했음. 식욕이 없어 계란 삶아 노른자 준 뒤에도 식욕이 없음 쓰러진 뒤 비틀거림. 먹던 과자를 소량 줌. 간식을 먹고 잠이 든 뒤 발작을 보임. 밥을 먹고 난 뒤 잠든 뒤 발작을 보임. 총 발작은 회 실시 해열제 유아용 먹은 뒤 증상 보인 적 있음. 당시 발작 회. month 일 전 예방접종은 all done 항체가 검사 실시하지 않음 문진도중 발작 회 실시. 금일 총 회 발작을 보임 . 혈액검사상 특별한 이상 확인되지 않음 alp. 인등은 어린 개체에서 정상 소견임 pss 와 관련하여 암모니아 수치가 낮고 bun alb 수치등이 정상인 것으로 보아 pss 가능성 낮음 . 방사선 검사상 경도의 후두골이형성증 확인됨. 두개내 이상을 감별하기 위해 mri 검사 추천하였으나 보호자님 여자친구분과의 상의끝에 처방약만 받아가심 입원하여 뇌압감압처치 및 소염처치를 받아보실 것을 추천하였으나 일단 처방약과 함께 귀가함 추후 month 회 이상의 발작 시 즉시 내원키로 함 pm 문의전화 어젯밤보다는 컨디션양호 조금전 밥먹다가 입에 거품물었다고 괜찮은지 문의 발작증상중 하나라고 말씀드림 당분간 누군가 붙어서 잘 지켜보셔야 한다고 말씀드림 최 ,,16, 경련 발작 (원인 미정) , 신경 질환 ,발작,발작,642,4
