품종,성별코드,주진단명코드,병원,SE,기타진단코드,기타증상코드,주진단명,질환,증상명,주증상명,len,symptoms_id
Shih Tzu(시추),F               ,normal,G_부천이지,산책후 변 보고 나서 호흡 곤란 증상 보임 pe 견좌자세로 호흡 곤란 증상 호흡시 거친음 점막 창백 체온 crackle sound 심음 청진 안됨 대퇴 동맥 미약 응급 처치 라식스 time kg im. iv 산소 공급 도부타민 cri 응급 처치 time 정도후 개구 호흡 줄어듬 응급 상태로 사망 위험성 있음 심부전 의심 초음파 검사 복수 확인 소량 복수 제거 노란색 복수 확인 사망 위험성 설명 드림 응급 상황 발생시 cpr 동의 안함 ,,14,,,호흡곤란,호흡곤란,245,14
Yorkshire Terrier(요크셔 테리어),F               ,normal,F_센트럴, month 전에 분만 마리 분만 chemistry 저칼슘혈증 원 내에서 수액 처치 후 상태 양호 time 경 퇴원. 주의사항 설명 드림 식이 칼슘제 등 ,X,0,,,기타 증상,기타 증상,86,5
Poodles(푸들),MN,2193,C_잠실ON, 어제 밤 놀다가 우측 전지 밟히고 나서 통증호소 부분적 파행 추가접종 사상충 해주고 계신데 사상충은 건너뛴 적도 있다고 하심 사상충 검사 음성 a rt. radial fx. 월 수술 예정 수술 전에 문자 수술 끝나고 전화 주세요 by 김수현 ,,23, 골절 (앞발) ,근육 골격 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",136,7
Pomeranian(포메라이안),MN,2013,B_W,hx 그제와 어제 갈색 설사 중간에 정상 대변도 관찰 어제부터 활력 다소 저하 어제 사료 주지 않고 간식만 급여 오늘 아침에 혈액성 설사 및 식욕 부진 사료 먹지 않음 구토 증상 보이지 않음 음수 배뇨 상태 특이 사항 없음 콧물 기침 등 호흡기 증상 보이지 않음 평소 산책 거의 하지 않음 year month 마지막 예방 접종 dhpp ccv 백신 심장사상충 예방약은 몇 년간 투여하지 않음 pe bar separation anxiety hr bpm rr time pm intermittent panting bt crt sec normal skin turgor abdominal tension on palpation bloodwork cbc within normal limits chemistry mildly increased glob electrolytes within normal limits normal na ratio blood gas ph pco hco crp reference abdominal ray no radiopaque foreign body in the gastrointestinal tract gas filled stomach fluid filled intestine infectious disease test kit cpv ag negative ccv ag negative giardia ag negative fecal exam direct smear no parasite eggs fecal cytology predominance of short rods few spore forming bacteria 입원 치료 권고했으나 보호자가 비용 부담 느껴 보류 원함 보호자 상의 후 항생제 등 약물 처방 후 경과 관찰 tx cefazolin time kg sc cimetidine time kg sc rx cephalexin time kg bid po fordays metronidazole time kg bid po fordays metoclopramide time kg bid po fordays famotidine time kg bid po fordays bestase time ablet dog bid po fordays lactovet probiotics dog sid po fordays royal canin veterinary diet gastrointestinal ,,2, 상기에 해당하지 않는 선천성 심장 질환  (확진 된), 순환기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),1175,8
Pomeranian(포메라이안),F               ,,F_센트럴,c.c 구토 설사 구토 회 오후 time 경 밤 time 경 저녁에 설사 접종완료 reverse sneezing serous nasal discharge chemistry n.r.f cpl negative 호흡기 소화기 증상에 대해 약처방후 경과 보기로 합니다 ,,"1,2",,,"구토(급성/만성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성)",구토(급성/만성),146,1
Yorkshire Terrier(요크셔 테리어),MN,,A_라라,s 이틀 전부터 아무것도 먹지 않음 물만 먹음 소변 대변을 잘 보았음 어제 소변는 잘 보았음 이틀 전 저녁 설렁탕 섞여 먹은 것도 약간 먹었고 그리고 안 먹음. 나갈려고 하지도 않음 cbc 이상 소견 없음 전해질 이상 소견 없음 혈청 검사 칼슘 수치 증가 alt 수치 증가 ggt 수치 증가 bun 수치 증가 almy lipa 수치 증가 cpl 양성 흉부 방사선 검사 심장 비후 기관지 도넛 사인 복부 방사선 검사 간 비후 위장관 장내 가스 소견 혈압 으로 낮음 심전도 회 빈맥 규칙적 t segment slurring 심장 초음파 la ao 측정 불가 la 내 종괴mr frac 경미 mv a ,,21,,,"식욕부진, 식욕저하","식욕부진, 식욕저하",333,9
Schnauzers( 슈나우져),FS              ,2088,E_24시아이, 심장데이 종합검진 식욕 활기 백신 사상충 좌측신장결석 수신증 신부전 기 고혈압 신장적출op month month month time 입원비는 month 만 청구하기로 . ,2088,0, 신장 결석 , 비뇨기과 질환 ,기타 증상,기타 증상,96,5
French Bulldog(프렌치 불독),FS,2183,C_잠실ON,cc 몸을 떨고 있음 month 전에 등산 갔다온 후 건드리면 통증호소 다른 병원에서 디스크로 판단 내복약 처치 화장실 타일같이 시원한 곳에 있으려고 함 몸을 계속 해서 떨고 있음 식욕 정상 변정상 촉진 백패인 없음 혈액검사 nrf 방사선 고관절 아탈구 의심 다른병원에서 진통소염제 처방받은것이 있음 메타캄 주사 month 뒤 재진 ,2189,4, 변형성 척추증 ,근육 골격 질환 ,통증,통증,186,12
Yorkshire Terrier(요크셔 테리어),MN,2043,B_W,약을 먹였지만 점액성혈액성 설사는 개선되지 않음. 구토는 없음. 사료는 잘 먹음. 체중감량 사료를 먹이고 있음. natural balance제품 crp lipase 복초에서 colic ln의 확장과 췌중의 부종과 췌장 주위의 지방조직이 고에코성으로 관찰됨. 복부초음파 cpl 검사. 우선 감염성 질환 배제. month 후 cpl 과 초음파검사 재검. 감염성 질환이 배제되면 ct촬영과 내시경 검사가 필요함. sdma와 요검사와 upc creatinine이 이므로 신장기능 평가가 필요함 ckd 가능성 있음 . ,,2, 위염 / 위장염 / 장염 , 소화기 질환 ,설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),설사(급성 소장성/급성 대장성/만성 소장성/만성 대장성),285,8
K.C(Korean Cat),F,2056,A_라라,s month 정도 밥을 안먹어서 내원하심. 집에서 회 구토 거품토 day 하루종일 나가서 집에 금일 아침에 들어왔다고 함. 구강 궤양 혀끝 입천장 유연증상 있고 순막약간 노랗게 관찰됨. 갈색안 분비물도 많이 생겨있음. 탈수 털도 많이 거친편 체온 도 체온계에 연변형태로 묻어나옴. 혈청 검사상 황달 진행되고 있음. 범백혈구 감소증 강양성 month 입원치료 해서 경과 보기로 함. 수액 속도 탈수 심해서 피하수액time실시 s 주사처치 세파 시메 메토 tid 내복약 내일 구토 없으면 구충제 회 영양제 보조제 없음. 식사 내일 식욕평가 실시 ,,1,,,구토(급성/만성),구토(급성/만성),304,0
Mixed(혼합),F,2046,D_VIP, money 수납 김승희 자두씨 먹는 것 확인하심. 개 먹은지 개 먹은지 확실하지 않음. 방사선 상 자두씨 확인. 상담 후 내시경으로 제거하기로 결정. month 입원 후 내일 퇴원 예정. ,,1, 소화관 이물 / 섭취 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),106,0
Chihuahua(치와와),M,2121,C_잠실ON,cc seizure 이번에 시골 다녀와서 신경증상 보임. 가는데 time . 오는데 time . 회 seizure 이전에 비슷한 증상을 보임. 자는데 갑자기 헐떡임. 혀가 나와있었음 전날 저녁 밥을 잘 안먹음. 내일 담당원장님 한원장님 상담 후 mri 검사 등 결정하기로 함 혈액검사 방사선 검사 진행하고 그 결과를 토대로 상담 진행하여 향후 치료방향 결정하기로 함 간수치 상승에 대해 모니터링 필요성 설명드림 홍역 등 전염병 가능성은 언급하지 않았음 ,,16, 뇌수종 / 뇌수종 , 신경 질환 ,발작,발작,253,6
K.C(Korean Cat),MN,2046,D_VIP, 위 장내 이물 오늘 밥안먹었어요. 물도 먹지 않음. 구토 십여회있었고 기력없음 vomiting 양상. 어제까지 상태 양호했음. 좋아하는 간식도 먹지 않음. 배변여부는 알지 못 하심. 배뇨는 양호. 평소 실 같은 끈 좋아함. 사료교체 경력 없음. 스트레스 받을 상황은 없음. 청진 시 nrf 흉부 방사선 nrf 복부 방사선 이물은 보이지 않음. 혈액검사 nrf 복부초음파 gi by hyuna findings 위 및 십이지장 내 길게 연결된 이물 관찰됨 transverse view에서 세모 모양으로 관찰됨 췌장 에코의 미약한 저하 imaging dx ddx gastrointestinal foreign body pancreatitis 위 장 내 이물 위와 십이지장 내 이물 확인됨. 하루 입원 후 익일 수술 진행 예정. 마취 전 검사 양호. tx ns kcl time eq time kg hrs cefazolin time kg iv bid famotidine time kg iv bid 입원 내일 수술 진행. ,Foregin body ingetion,1, 소화관 이물 / 섭취 , 소화기 질환 ,구토(급성/만성),구토(급성/만성),510,0
Shih Tzu(시추),MN              ,normal,F_센트럴,좌측 다리를 잘 사용하지 못하고 미끄러짐 슬개골 탈구및 디스크 증상 침치료및 레이저 nmes 치료 회 정도 실시하기로함 ,X,0,,,기타 증상,기타 증상,67,5
K.C(Korean Cat),MN              ,2087,G_부천이지,s 식욕부진 month 정도 전부터 식욕절폐. 습식사료는 조금 하루 회 정도 부평동물병원에서 신장수치 상승 이야기 들으시고 내원 혈액검사 상 신장수치 상승 경증의 대사성 산증 저칼륨혈증 췌장염 양성 영상검사 상 불규칙한 신장 사이즈 감소 에코상승 혈류반응 없음 소변검사 상 염증 end stage kidney 췌장염 tx ampicillin time kg tid iv famotidine time kg bid iv tramadol time kg tid iv 수액처치 입원하여 경과지켜보기로 함 오후관리사항 food 식사종류 양 d 소량 식욕상태 없음 급식방법 자율 urine feces etc tx ,2082,21, 만성 신장 질환 (신부전 포함) , 비뇨기과 질환 ,"식욕부진, 식욕저하","식욕부진, 식욕저하",335,9
Pomeranian(포메라이안),FS              ,2092,F_센트럴,cc 좌측 후지 파행 방사선검사 좌측 고관절 탈구 이형성 방광 결석 혈액검사 탈수소견 간수치상승 mild usg 우측신장 위축 작년 month 과 동일 방광결석 dx 고관절탈구 방광결석 ,x,23, 방광 결석 , 비뇨기과 질환 ,"보행이상, 파행(전지, 후지)","보행이상, 파행(전지, 후지)",104,7
Mixed(혼합),MN,2031,D_VIP,s 오늘 갑자기 숨을 가쁘게 쉼 평소 심장에 문제가 있다는 얘기 못들음 구토 설사 없었고 잘 지냈다고 함 평소 기침없고 호흡기질환없음 aus murmur crackle sound bt rr 방사선 폐후엽침윤 dv lactate dimer 혈액검사 사상충 킷 nega. 폐수종 tx furo time kg iv rr furo time kg iv rr time kg hr cri dw time furo time rr 속도 time hr 배뇨 배뇨 rr 기침 객혈 furo cri 중단 bolus로 time kg pimo time kg 엔지덤패치 배뇨 furo time kg iv rr furo time kg iv rr ce 급사위험성 고지 month 정도 입원하여 폐수종 제거된후 지속적인 관리필요 내일 가능하면 심초음파 진행합니다. 보호자분은 필요한 검사와 치료는 하는데 만일 잘못될경우심폐소생술은 원치 않으십니다. 금일 가능하면 심초 진행하고 오후에 time 연락하기로함 오전에 통화 치료중 객혈등 진행양상보여 공격적인 처치 하고 모니터링합니다. 급사가능성은 항상 있습니다. 심초음파는 상태 봐가며 진행하것이고 오후에 주치의 연락드리겠습니다. ,,14, 폐수종 (원인 미정) , 호흡기 질환 ,호흡곤란,호흡곤란,584,14
Munchkin Cat(먼치킨 고양이),M,2194,B_W,s 좌측 후지 파행 관찰되어 내원 동거묘와 격하게 논 것 외에는 외상 가능성은 없음 보호자분께서 히스토리 잘 모르시는 상황 좌측후지 압진시 통증반응 방사선상 좌측 대퇴골 원위부 골절로 골편 관찰됨 cbc 적혈구관련수치 살짝 상승 전해질 외 특이사항 없음 종 모두 정상 tx buto cepha iv ns taurine vit c 유지속도 내일 수술 진행할 예정 보호자분 술전상담차 오후 time 경 내원 예정 보호자분 상담 후 수술 진행해주세요 tx s maintenous fluid cefradine time kg tid cimetidine time kg tid tramadole time kg tid enrofloxacin time kg sid taurine time head sid methocarbamole time kg tid vita b.c 각 ample head ,,4, 골절 (뒷다리) ,근육 골격 질환 ,통증,통증,434,12
Mixed(혼합),F               ,2090,D_VIP,cc 구토 신부전 month 전 결석 수술 urinary o 급여중 month 전에 부모님댁에 맡김 평소 외이염 있었음 부모님은 평상시에 고기같은걸 주심 month 전에 고기먹고 식욕부진 구토 이후 약먹고 괜찮아졌음 month 전부터 다시 구토 month 전 의뢰병원 가서 처치받음 month 전 구토 여러차례 식욕부진 이물도 먹은 듯 원래 체중 kg 오늘 의뢰병원에서 검사 azotemia anemia cpl bt hr arrhythmia chem bun crea bga ph hco anemia hct crp 방사선 좌측신장종대 양측 신장내 radioopaque한 음영 좌 time 우 time time 우측 신장 내측으로 radioopaue한 음영 time 초음파 좌측 신장 내 결석음영 양측 근위요관확장 좌 time 우 time 우신 내부구조 소실 및 신장내 fluid 양상 방광 내 저에코성 물질 가득 소변 혈액농성삼출물 구균 퇴행성호중구 단백물질 arf by pyelonephrosis urethral obstruction bilateral ureteral partial obstruction metabolic acidosis arrhythmia anemia with chronic inflammation 요도카테터 장착 및 방광내 삼출물 배출 대사성산증 교정 내일 산증 및 신부전 상태 호전되면 ivp 진행 방광삼출물 항감수 진행 금일 진료비 수납완료 내일 time 상담예정 ,"요관부분폐색, 신장결석, 빈혈, 대사성산증",1, 급성 신부전 , 비뇨기과 질환 ,구토(급성/만성),구토(급성/만성),721,0
Pomeranian(포메라이안),F,2185,A_라라, time 퇴원 포함되지 않는 항목 수술후 약값. month month . month 한달후 방사선촬영. 추가 입원비용. ,,4,,,통증,통증,68,12
Poodles(푸들),FS              ,2259,F_센트럴,s 바퀴벌레약 먹음.짜는약. cm. time 전 a 구토유발 흡착제 투여 혈액검사후 퇴원 시기 결정 해야함 설명드림 ,x,1, 다른 중독 질환 ,전신성의 질환,구토(급성/만성),구토(급성/만성),65,0
Yorkshire Terrier(요크셔 테리어),MN,2001,D_VIP, 그르렁 소리가 감소. 기력이 조금 감소. 예전에 비해 반응성이 떨어짐. 식욕은 좋음. 호분증발생. 지난번미용 이후 식이량 증량. lactate bp cbc nrf chem bun 경미한 상승 간수치는 경미한 상승이 있긴 하나 특이사항은 아님. 전해질 nrf dimer nrf urine usg money upc no bacteria bnp sdma 의뢰. 기력감소 관찰되고 bun 상승 있어 bnp sdma 검사 결과에 따라 복초 심초 추가 검사 가능성 안내. sdma 수치 상승시 루비날 처방 예정. 다른 원인도 가능성 있어 검사 진행도 필요할 수 있음. sdma bnp 결과에 따라 추가 검사 또는 추가처방 예정. 특이사항 없으면 month 뒤 재진. ,만성신질환,5, 판막증 (의심 포함한 심장 잡음 + 심부전 증후 자), 순환기 질환 ,기침,기침,368,4
